transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id
223,40,"Smith, Miller and Burton",2025-04-02 22:51:23,186.19,"5921 Russell Plain, Yonkers, NY 17564",purchase,
224,53,Castaneda-Davidson,2025-04-02 22:55:48,285.45,"9006 Leonard Grove, Binghamton, NY 14220",p2p_transfer,
225,43,"Williams, Murphy and Lane",2025-04-02 23:15:06,412.5,"300 Michael Mews, White Plains, NY 14777",p2p_transfer,
226,54,Wilson-Fuller,2025-04-02 23:16:23,342.89,"7950 Rogers Drive, Buffalo, NY 17339",bill_payment,
227,36,"White, Horton and Grant",2025-04-02 23:28:58,94.73,"7810 Lambert Orchard, Port Alberthaven, IL 63240",purchase,
228,13,Wagner Group,2025-04-03 01:03:25,96.08,"6860 Taylor Drives, New Deanna, TX 76560",wire_transfer,
229,26,Hernandez PLC,2025-04-03 01:57:59,111.96,"8245 Murphy Summit, Brooklyn, NY 11593",purchase,
230,31,"Potter, Davis and Thomas",2025-04-03 02:11:45,132.98,"1191 Howe Burg, Ithaca, NY 13831",bill_payment,
231,58,Hunt Ltd,2025-04-03 02:40:08,19.05,"3147 Wong Causeway, Albany, NY 16584",purchase,
232,7,Lee Ltd,2025-04-03 03:28:21,338.25,"7502 Wilson Harbor, Yonkers, NY 10957",p2p_transfer,
233,44,"Conley, Brown and Warren",2025-04-03 03:53:06,402.71,"613 Nicholas Forges, Bronx, NY 15027",p2p_transfer,
234,24,Banks-Gates,2025-04-03 03:54:29,-314.62,"6879 Wyatt Village, Niagara Falls, NY 18740",refund,
235,24,"Jackson, Smith and Brooks",2025-04-03 04:04:34,340.21,"3374 Stein Inlet, New York, NY 14516",bill_payment,
236,20,Rogers-Patterson,2025-04-03 04:17:22,5932.35,"7554 Stacey Forks, Yonkers, NY 15610",wire_transfer,
237,38,Morrison-Miller,2025-04-03 04:18:33,183.74,"5362 Short Mills, Rochester, NY 12137",atm_withdrawal,
238,27,"Barber, Martin and Glenn",2025-04-03 04:55:44,299.29,"9408 Palmer Lake, Troy, NY 10173",purchase,
239,32,"Hunter, Beck and Brown",2025-04-03 05:45:30,226.92,"7174 King Corner, Brooklyn, NY 16756",bill_payment,
240,1,"Meyer, Leach and James",2025-04-03 05:53:13,79.38,"2360 Soto Summit, Cheektowaga, NY 15562",purchase,
241,19,"Williams, Sandoval and Lopez",2025-04-03 06:14:25,120.44,"3358 Joseph Meadow, Syracuse, NY 18556",atm_withdrawal,
242,7,Obrien Group,2025-04-03 06:31:00,224.7,"3451 Edwards Mountain, White Plains, NY 10933",purchase,
243,53,Morris-Stephens,2025-04-03 06:34:59,467.63,"7026 Ross Mountain, Syracuse, NY 10678",wire_transfer,
244,47,"Marshall, Avery and Glover",2025-04-03 08:01:55,-391.82,"1211 Rebecca Ways, Syracuse, NY 11721",refund,
245,30,"Thompson, Watts and Barrett",2025-04-03 08:05:49,85.42,"5814 Weaver Hills, Troy, NY 19734",p2p_transfer,
246,36,Wright-Johnson,2025-04-03 08:08:29,98.64,"5338 Jacqueline Trace, Staten Island, NY 10067",bill_payment,
247,31,"Wood, Perry and Phelps",2025-04-03 08:20:34,406.53,"5239 Kevin Rapids, Cheektowaga, NY 16536",wire_transfer,
248,54,James Group,2025-04-03 08:32:41,329.59,"481 Thomas Causeway, New York, NY 19247",p2p_transfer,
249,48,Rodriguez Group,2025-04-03 08:58:49,200.12,"4456 Dominique Mall, White Plains, NY 15954",purchase,
250,23,Galvan-Peterson,2025-04-03 09:15:21,-430.65,"2646 Bush Plains, Staten Island, NY 19042",refund,
251,57,Nixon-Cook,2025-04-03 09:29:42,-146.26,"8990 Miranda Mill, Staten Island, NY 12239",refund,
252,9,Phillips-Simon,2025-04-03 10:03:06,239.3,"1319 Amy Shore, Cheektowaga, NY 18156",wire_transfer,
253,8,"Washington, Montes and Solis",2025-04-03 10:37:00,-198.67,"2445 Lisa Cape, Schenectady, NY 18718",cancellation,202
254,54,"Webb, Lam and Morales",2025-04-03 11:11:43,211.72,"7384 Chambers Points, Niagara Falls, NY 16508",p2p_transfer,
255,10,Carrillo Inc,2025-04-03 11:24:29,7.77,"473 King Stream, Cheektowaga, NY 13824",purchase,
256,51,Hendrix-Sosa,2025-04-03 11:32:57,-95.67,"2836 Walker Extension, Syracuse, NY 15981",refund,
257,31,"Porter, King and Sexton",2025-04-03 11:38:04,344.97,"5353 Michele Mall, Rochester, NY 12047",wire_transfer,
258,28,Wilson Inc,2025-04-03 12:08:24,160.95,"456 Beverly Plain, Utica, NY 11537",atm_withdrawal,
259,45,Donovan and Sons,2025-04-03 12:17:47,3862.5,"2316 Nguyen Brooks, Buffalo, NY 17950",wire_transfer,
260,42,Mcclain-Ramos,2025-04-03 12:21:23,63.72,"2966 Green Green, Staten Island, NY 14305",atm_withdrawal,
261,43,"Osborne, Stark and Rivera",2025-04-03 12:22:58,-237.16,"3267 Peter Forge, Huberstad, IL 69138",refund,
262,1,Gutierrez-West,2025-04-03 12:24:32,20.35,"2883 Joshua Lock, Niagara Falls, NY 11165",atm_withdrawal,
263,13,West-Chase,2025-04-03 13:20:59,-99.65,"3003 Veronica Brook, Syracuse, NY 15631",refund,
264,53,"Allen, Leach and Stevens",2025-04-03 13:41:22,268.2,"7301 Lori Rapids, Rochester, NY 12176",p2p_transfer,
265,26,Anderson-Barry,2025-04-03 13:48:02,194.13,"9015 Dyer Cliffs, Queens, NY 12580",wire_transfer,
266,12,Rojas-Webb,2025-04-03 13:58:30,50.02,"4482 Brenda Ramp, Niagara Falls, NY 10785",atm_withdrawal,
267,7,"Griffin, Bautista and Miller",2025-04-03 14:03:36,463.08,"4991 Carlos Ville, Niagara Falls, NY 15944",bill_payment,
268,44,Gonzalez-Bradley,2025-04-03 14:13:05,-243.56,"4441 Wright Fort, White Plains, NY 19364",refund,
269,35,Eaton-Beltran,2025-04-03 14:15:21,163.2,"8483 Scott Causeway, Schenectady, NY 11116",p2p_transfer,
270,5,Ritter PLC,2025-04-03 14:29:02,-449.11,"2267 Galvan Springs, Cheektowaga, NY 17899",refund,
271,25,David and Sons,2025-04-03 15:04:01,236.04,"3555 Jaclyn Mews, Albany, NY 19062",purchase,
272,42,Hughes-Butler,2025-04-03 16:01:12,46.56,"7540 Gilbert Stravenue, Cheektowaga, NY 17811",purchase,
273,31,Hamilton-Garcia,2025-04-03 16:11:08,195.42,"5536 Danielle Burgs, White Plains, NY 16958",atm_withdrawal,
274,38,Perry PLC,2025-04-03 16:30:36,150.23,"3192 Gonzales Lakes, Queens, NY 17083",atm_withdrawal,
275,53,Wilson LLC,2025-04-03 16:36:32,310.18,"8202 Gutierrez Meadows, Rochester, NY 17495",p2p_transfer,
276,8,Franco and Sons,2025-04-03 16:39:56,-158.45,"1391 Lisa Rue, Queens, NY 14427",refund,
277,44,Wagner-Shepard,2025-04-03 16:54:44,61.17,"7553 Buchanan Center, White Plains, NY 16602",atm_withdrawal,
278,52,Powell Group,2025-04-03 16:59:37,69.49,"7560 Williams Lodge, Troy, NY 12472",wire_transfer,
279,52,Hogan LLC,2025-04-03 17:18:05,384.53,"7642 Tracy Pine, Rochester, NY 17991",wire_transfer,
280,14,Calderon and Sons,2025-04-03 17:20:31,75.82,"1673 White Falls, Niagara Falls, NY 14157",atm_withdrawal,
281,22,Coleman-Richardson,2025-04-03 17:29:45,-19.68,"2234 Christian Road, Bronx, NY 12388",refund,
282,42,"Lee, Collins and Osborn",2025-04-03 18:12:37,202.1,"5391 Wilson Trace, Niagara Falls, NY 12694",p2p_transfer,
283,4,"Hernandez, Thompson and Marsh",2025-04-03 18:16:40,86.31,"3763 Mercer Extensions, Schenectady, NY 14087",wire_transfer,
284,32,Vasquez-Jones,2025-04-03 18:20:36,394.97,"6611 Howard Plaza, Cheektowaga, NY 11703",bill_payment,
285,7,Hall Inc,2025-04-03 18:57:28,410.11,"3325 Kyle Trace, Staten Island, NY 18963",p2p_transfer,
286,11,Martinez PLC,2025-04-03 19:06:09,88.38,"6468 Shelley Plaza, Niagara Falls, NY 19408",purchase,
287,43,Martinez-Cole,2025-04-03 19:54:08,499.37,"3690 Burke Roads, Rochester, NY 12735",bill_payment,
288,48,Hamilton-Gordon,2025-04-03 20:27:14,3749.55,"3374 Perez Wall, Utica, NY 12733",p2p_transfer,
289,48,Skinner-Clark,2025-04-03 20:31:18,255.8,"821 Taylor Field, Troy, NY 10241",wire_transfer,
290,21,Wright-Monroe,2025-04-03 20:47:55,-242.49,"9360 Huff Road, Niagara Falls, NY 17804",refund,
291,31,Garcia Inc,2025-04-03 21:11:47,419.19,"2209 Rios Lodge, Staten Island, NY 13523",p2p_transfer,
292,29,Craig-Medina,2025-04-03 21:26:31,1584.15,"3254 Shaw Locks, Buffalo, NY 15931",atm_withdrawal,
293,35,Freeman-Olson,2025-04-03 21:46:40,25.39,"493 John Junction, Syracuse, NY 18906",atm_withdrawal,
294,43,Estes-Palmer,2025-04-03 21:47:36,169.21,"4149 Wright Mall, Binghamton, NY 19509",atm_withdrawal,
295,21,Johnson-Spears,2025-04-03 22:14:35,463.59,"6199 Saunders Lodge, Buffalo, NY 17772",bill_payment,
296,9,Arnold-Nunez,2025-04-03 22:24:41,260.81,"9741 Mcgee River, West Brittanyshire, CA 98036",wire_transfer,
297,20,"Friedman, Cox and Pittman",2025-04-03 22:26:18,440.83,"7339 Jeffrey Manor, Troy, NY 14229",bill_payment,
298,27,Martinez-Bishop,2025-04-03 22:41:07,258.19,"1408 Fisher Mountain, New York, NY 10861",p2p_transfer,
299,38,Phillips-Martinez,2025-04-03 22:52:32,52.95,"8651 Olivia Squares, Ithaca, NY 16941",atm_withdrawal,
300,48,Miller-Cooper,2025-04-03 22:54:20,225.02,"4696 Samuel Village, Schenectady, NY 15564",purchase,
301,4,"Hurst, Melendez and Richardson",2025-04-03 23:14:03,-25.19,"909 Snow Forks, Syracuse, NY 12959",refund,
302,14,Mays-Melendez,2025-04-04 01:59:15,263.99,"3270 Janet Ports, Rochester, NY 18187",wire_transfer,
303,8,White PLC,2025-04-04 01:59:59,-181.4,"5075 Kristin Burgs, Syracuse, NY 19144",refund,
304,39,Newman Inc,2025-04-04 02:03:48,3858.15,"8482 David Estates, Dianachester, CT 08643",bill_payment,
305,5,"Wright, Carey and Newton",2025-04-04 02:24:19,5325.6,"4114 Thompson Flats, Niagara Falls, NY 10009",bill_payment,
306,33,Hall PLC,2025-04-04 02:41:45,168.56,"6561 Olsen Walks, White Plains, NY 17290",atm_withdrawal,
307,27,Clark-Morton,2025-04-04 02:43:38,130.4,"3701 Day Trafficway, Cheektowaga, NY 14825",atm_withdrawal,
308,60,"Stewart, Turner and Pitts",2025-04-04 03:15:54,80.78,"3093 Garcia Trafficway, Troy, NY 18283",atm_withdrawal,
309,4,"Dominguez, Nicholson and Lamb",2025-04-04 03:23:07,180.12,"6739 Taylor Pass, Schenectady, NY 18156",wire_transfer,
310,45,"Willis, Glover and Long",2025-04-04 03:34:45,238.88,"6224 Amanda Streets, Brooklyn, NY 12401",p2p_transfer,
311,7,"Porter, Collins and Watkins",2025-04-04 03:37:24,388.75,"4795 Martin Key, Ithaca, NY 15560",p2p_transfer,
312,17,King PLC,2025-04-04 03:54:11,-95.94,"2573 Wilkerson Way, Yonkers, NY 17009",refund,
313,22,"Schaefer, Gregory and Watson",2025-04-04 04:03:22,302.64,"8222 Janice Glen, Niagara Falls, NY 10017",wire_transfer,
314,8,"Sanchez, Williams and Stevens",2025-04-04 04:03:54,258.34,"4055 Christopher Rapids, Bronx, NY 19915",purchase,
315,51,"Shea, Fernandez and Taylor",2025-04-04 04:38:02,340.45,"8315 Arnold Harbor, Crystalfort, VT 06974",p2p_transfer,
316,15,"Frederick, Bowen and Weiss",2025-04-04 05:27:12,100.29,"2663 Hughes Camp, White Plains, NY 17069",purchase,
317,22,Rivera-Wise,2025-04-04 05:43:44,50.99,"7964 Roberto Center, Yonkers, NY 15805",bill_payment,
318,29,Long-Moore,2025-04-04 05:57:48,251.19,"7047 Michael Track, Queens, NY 10764",p2p_transfer,
319,36,"Woodard, Silva and Wright",2025-04-04 06:18:51,452.22,"4478 Soto Brook, Syracuse, NY 19128",bill_payment,
320,54,Welch-Garrett,2025-04-04 06:53:53,-221.79,"4499 Mary Drive, Albany, NY 19368",refund,
321,43,Bates Ltd,2025-04-04 07:04:25,487.14,"8881 Briggs Fall, Staten Island, NY 12146",bill_payment,
322,19,Norris-Campos,2025-04-04 07:04:56,-110.19,"2124 Peterson Well, Queens, NY 13547",refund,
323,33,"Harper, Randolph and Thompson",2025-04-04 07:25:13,40.71,"4348 Daniel Village, Niagara Falls, NY 11475",purchase,
324,43,"Chung, Bell and Perkins",2025-04-04 07:27:10,268.28,"6586 Heath Trace, Yonkers, NY 13216",purchase,
325,48,Baker-Murphy,2025-04-04 08:08:21,352.55,"1434 Linda Crescent, Syracuse, NY 15162",p2p_transfer,
326,2,"Santos, Bolton and Smith",2025-04-04 08:23:27,122.06,"7 Diane Ville, New York, NY 14073",bill_payment,
327,11,Miller-Marshall,2025-04-04 08:43:06,182.79,"4974 Pitts Locks, Utica, NY 14678",p2p_transfer,
328,18,Mcfarland-Silva,2025-04-04 08:45:22,133.52,"651 Debra Radial, Bronx, NY 17360",p2p_transfer,
329,27,Williams Ltd,2025-04-04 08:47:41,274.82,"7234 Green Oval, Buffalo, NY 10935",purchase,
330,1,"Hardy, Blair and Rivera",2025-04-04 08:53:49,197.15,"4619 Timothy Estates, Yonkers, NY 19791",atm_withdrawal,
331,45,"Barton, Warner and Kelly",2025-04-04 09:01:29,170.46,"1734 Makayla Islands, New York, NY 17407",p2p_transfer,
332,34,Nichols-Rodriguez,2025-04-04 09:11:00,-371.98,"7640 Barrett Stravenue, Troy, NY 16901",refund,
333,23,Burke Ltd,2025-04-04 09:31:04,15.04,"9039 Richard Knoll, Schenectady, NY 15424",purchase,
334,45,Bridges-Copeland,2025-04-04 09:35:36,291.78,"3994 Joshua Forks, Niagara Falls, NY 19112",wire_transfer,
335,53,"Harris, Mclean and Baker",2025-04-04 10:04:00,-110.98,"1734 Reynolds Trace, Ithaca, NY 13588",refund,
336,39,Parsons PLC,2025-04-04 10:10:07,223.2,"213 Marks Camp, Staten Island, NY 19886",wire_transfer,
337,10,Harrison Inc,2025-04-04 10:30:50,-485.05,"1584 Arnold Fort, Niagara Falls, NY 10697",refund,
338,31,"Ortiz, Evans and Lewis",2025-04-04 10:43:29,239.16,"641 Alyssa Vista, Staten Island, NY 11594",p2p_transfer,
339,44,David-Harrell,2025-04-04 10:49:44,50.71,"7546 Selena Gateway, Niagara Falls, NY 16580",atm_withdrawal,
340,60,"Wong, Garcia and Higgins",2025-04-04 11:10:12,-231.17,"4776 Park Passage, Brooklyn, NY 18359",refund,
341,2,Williams-Mitchell,2025-04-04 11:20:16,454.32,"4416 Anderson Oval, Rochester, NY 10195",bill_payment,
342,21,Thomas-Morris,2025-04-04 11:33:45,138.32,"4178 Kayla Tunnel, Albany, NY 16806",atm_withdrawal,
343,46,"Scott, Hopkins and Vasquez",2025-04-04 12:12:39,205.06,"521 Gutierrez Burgs, Ithaca, NY 19504",p2p_transfer,
344,60,Spencer LLC,2025-04-04 12:13:06,463.8,"1521 Kathleen Fields, Rochester, NY 19570",bill_payment,
345,26,Proctor Group,2025-04-04 12:14:28,-31.31,"4522 Kimberly Fields, Cheektowaga, NY 13781",refund,
346,36,Franklin-Hendricks,2025-04-04 13:06:44,186.58,"3877 Miller Cliff, Niagara Falls, NY 18867",purchase,
347,37,Gibson-Oconnor,2025-04-04 13:21:10,106.82,"448 Trevor Light, Cheektowaga, NY 19323",p2p_transfer,
348,33,"Hart, Hall and Ford",2025-04-04 13:32:05,442.2,"8499 Parker Walks, Cheektowaga, NY 16063",atm_withdrawal,
349,15,Franklin LLC,2025-04-04 13:36:10,126.47,"7762 Mcdonald Burgs, Binghamton, NY 18333",p2p_transfer,
350,6,Schultz Inc,2025-04-04 13:39:24,254.34,"3815 Bautista Fields, Brooklyn, NY 14223",purchase,
351,57,Leblanc Ltd,2025-04-04 13:58:25,126.37,"4636 Morales Passage, White Plains, NY 15050",wire_transfer,
352,34,Smith-Morales,2025-04-04 14:36:58,100.32,"318 Cox Isle, Schenectady, NY 11925",atm_withdrawal,
353,28,Johnson-Copeland,2025-04-04 15:43:07,451.05,"7063 Alexander Ridge, Albany, NY 19204",bill_payment,
354,51,Hutchinson PLC,2025-04-04 15:49:18,412.81,"4062 Davis Islands, Cheektowaga, NY 14210",p2p_transfer,
355,5,"Miller, Montoya and Lyons",2025-04-04 16:15:36,298.93,"2127 Taylor Springs, Utica, NY 10113",p2p_transfer,
356,57,Holland-Parker,2025-04-04 16:17:27,275.17,"1778 Robert Mission, Utica, NY 17789",wire_transfer,
357,36,"Wallace, Clark and Bates",2025-04-04 16:22:46,-308.12,"2976 Victoria View, Saraland, NJ 05357",refund,
358,52,Robertson-Gibson,2025-04-04 16:22:55,168.41,"8461 Mark Loop, Utica, NY 19547",atm_withdrawal,
359,52,Sims Group,2025-04-04 16:29:00,215.58,"5874 Megan Ramp, Bronx, NY 18141",purchase,
360,43,Ford-Evans,2025-04-04 16:29:45,455.66,"9683 Rachel Groves, Binghamton, NY 10510",p2p_transfer,
361,33,Tucker Group,2025-04-04 16:36:44,276.68,"2591 Brittany Estate, Brooklyn, NY 18739",wire_transfer,
362,1,"Goodwin, Hale and Tran",2025-04-04 16:46:04,99.9,"9854 Smith Rapid, Binghamton, NY 16116",purchase,
363,36,Vaughn-Henderson,2025-04-04 16:46:35,492.0,"2035 Jeffery Village, Queens, NY 12819",p2p_transfer,
364,56,"Palmer, Davis and Gutierrez",2025-04-04 16:49:33,361.21,"7962 Hernandez Mission, Albany, NY 17895",bill_payment,
365,8,Vargas Ltd,2025-04-04 16:57:56,72.32,"3312 Michael Club, Troy, NY 16849",bill_payment,
366,32,Davis-Riley,2025-04-04 17:01:52,239.79,"9490 Hill Rue, Binghamton, NY 12450",p2p_transfer,
367,4,White-Long,2025-04-04 17:34:41,341.04,"2405 Hobbs Trail, Niagara Falls, NY 19594",p2p_transfer,
368,3,"Smith, Wallace and Stevenson",2025-04-04 17:56:16,439.32,"9942 Fisher Row, Cheektowaga, NY 16282",bill_payment,
369,31,"Ross, Cooper and Everett",2025-04-04 18:04:13,360.41,"6945 Young Causeway, Stevechester, FL 31117",wire_transfer,
370,48,"Rodriguez, Young and Stephens",2025-04-04 18:18:29,326.02,"9316 Olsen Ports, Binghamton, NY 17622",wire_transfer,
371,1,"Davidson, Greer and Wilson",2025-04-04 18:21:14,59.6,"1919 Collins Harbors, Cheektowaga, NY 19469",wire_transfer,
372,47,"Smith, Evans and Diaz",2025-04-04 18:28:23,146.89,"8372 Blevins Route, Binghamton, NY 10297",wire_transfer,
373,60,"Bell, Palmer and Alexander",2025-04-04 18:35:42,301.32,"7155 Emily Flat, Yonkers, NY 13982",bill_payment,
374,5,"Schwartz, Floyd and Clark",2025-04-04 18:48:47,81.97,"6954 Best Union, South Aaron, NJ 07743",p2p_transfer,
375,46,Hamilton-Ruiz,2025-04-04 18:50:32,-178.46,"3576 Blackwell Summit, North Christineview, MA 07165",refund,
376,5,Summers-Floyd,2025-04-04 18:54:18,-352.41,"8303 Samuel Route, Ithaca, NY 10144",refund,
377,43,Taylor PLC,2025-04-04 19:06:16,156.61,"3493 Vargas Point, Syracuse, NY 15594",purchase,
378,27,Owen PLC,2025-04-04 19:27:13,211.02,"5228 Lisa Drive, Staten Island, NY 10431",bill_payment,
379,14,"Lucas, Lambert and Henderson",2025-04-04 19:34:34,299.92,"6651 Benjamin Plain, Yonkers, NY 19572",p2p_transfer,
380,22,Sheppard PLC,2025-04-04 19:41:29,312.32,"9411 Daniel Expressway, Troy, NY 19123",p2p_transfer,
381,32,"Greene, Scott and Taylor",2025-04-04 20:04:12,233.87,"6554 Santana Spurs, Utica, NY 13231",p2p_transfer,
382,15,Aguilar-Luna,2025-04-04 20:26:59,78.47,"9485 Watson Manors, New York, NY 11443",atm_withdrawal,
383,43,Jackson Inc,2025-04-04 20:28:33,38.24,"5036 Suarez Knoll, Syracuse, NY 15237",atm_withdrawal,
384,18,Wagner-Schmidt,2025-04-04 20:29:37,302.24,"6864 Hammond Crossroad, Ithaca, NY 14866",wire_transfer,
385,60,Hill-Nguyen,2025-04-04 20:34:48,181.35,"882 Thomas Park, New York, NY 13102",atm_withdrawal,
386,9,"Page, Wiggins and Hubbard",2025-04-04 20:46:52,92.25,"5359 Shannon Villages, Yonkers, NY 19505",wire_transfer,
387,26,Wright-Sandoval,2025-04-04 20:48:08,342.12,"3615 Ibarra Plains, New Angelaside, MA 06809",wire_transfer,
388,41,Martin Inc,2025-04-04 20:57:04,177.24,"8377 Chelsea Dam, Ithaca, NY 18245",purchase,
389,47,"Rios, Oneal and Sanchez",2025-04-04 21:06:30,139.59,"1058 Deborah Mountain, Syracuse, NY 13629",atm_withdrawal,
390,59,Pineda LLC,2025-04-04 21:25:08,10.47,"2002 Ross Glen, Binghamton, NY 13289",purchase,
391,47,Rose-Estrada,2025-04-04 21:32:43,196.73,"3211 Garza Fords, Buffalo, NY 15245",atm_withdrawal,
392,48,Sloan-Lopez,2025-04-04 21:35:10,8.55,"8627 David Stream, Thomastown, VT 08510",purchase,
393,3,"Wallace, Sheppard and Parsons",2025-04-04 21:49:07,-82.3,"970 Cantrell River, Buffalo, NY 14187",refund,
394,46,Stone-Lin,2025-04-04 22:02:54,438.89,"9322 Tran Mountains, Binghamton, NY 10208",p2p_transfer,
395,9,Fry-Cameron,2025-04-04 22:24:32,114.26,"5592 Natasha Fort, Schenectady, NY 11865",purchase,
396,59,Pineda LLC,2025-04-04 22:25:08,-10.47,"2002 Ross Glen, Binghamton, NY 13289",cancellation,390
397,7,Smith PLC,2025-04-04 22:27:05,210.54,"5288 Bridges Rue, Cheektowaga, NY 19417",purchase,
398,38,Aguirre PLC,2025-04-04 22:31:48,53.87,"3536 Blair Grove, Queens, NY 10313",p2p_transfer,
399,6,"Patel, Smith and Fox",2025-04-04 22:52:18,37.34,"5465 Hendrix Viaduct, Rochester, NY 17112",purchase,
400,9,"Moore, Moore and Williams",2025-04-04 23:12:09,236.92,"6924 Jeffrey Junction, White Plains, NY 12583",bill_payment,
401,42,Sexton-Jordan,2025-04-04 23:18:48,206.91,"4587 Angel Streets, New Rebeccachester, FL 35373",purchase,
402,22,"Coleman, Bailey and Brown",2025-04-04 23:35:25,898.05,"3848 Sean Land, Buffalo, NY 19516",atm_withdrawal,
403,52,Prince and Sons,2025-04-04 23:37:56,346.21,"7658 Kenneth Tunnel, North Todd, TX 70095",p2p_transfer,
